file,report_type,subcall,num_input_characters,extr_text_tokens,extr_prompt_instr_tokens,extr_total_needed,cot_text_tokens,cot_prompt_instr_tokens,cot_total_needed
1164759.txt,consult,cons_extraction,1933,486.0,622.0,1108.0,,,
1164759.txt,consult,cons_cot,1933,,,,486.0,801.0,1287.0
1223664.txt,pathology,path_extraction,947,262.0,622.0,884.0,,,
1223664.txt,pathology,path_cot,947,,,,262.0,801.0,1063.0
1223664.txt,consult,cons_extraction,1442,358.0,622.0,980.0,,,
1223664.txt,consult,cons_cot,1442,,,,358.0,801.0,1159.0
1252653.txt,consult,cons_extraction,1063,268.0,622.0,890.0,,,
1252653.txt,consult,cons_cot,1063,,,,268.0,801.0,1069.0
1319850.txt,consult,cons_extraction,1435,367.0,622.0,989.0,,,
1319850.txt,consult,cons_cot,1435,,,,367.0,801.0,1168.0
980000.txt,pathology,path_extraction,656,202.0,622.0,824.0,,,
980000.txt,pathology,path_cot,656,,,,202.0,801.0,1003.0
980000.txt,consult,cons_extraction,2635,614.0,622.0,1236.0,,,
980000.txt,consult,cons_cot,2635,,,,614.0,801.0,1415.0
1673510.txt,consult,cons_extraction,832,218.0,622.0,840.0,,,
1673510.txt,consult,cons_cot,832,,,,218.0,801.0,1019.0
1082505.txt,consult,cons_extraction,2071,481.0,622.0,1103.0,,,
1082505.txt,consult,cons_cot,2071,,,,481.0,801.0,1282.0
571923.txt,pathology,path_extraction,547,142.0,622.0,764.0,,,
571923.txt,pathology,path_cot,547,,,,142.0,801.0,943.0
571923.txt,consult,cons_extraction,2423,590.0,622.0,1212.0,,,
571923.txt,consult,cons_cot,2423,,,,590.0,801.0,1391.0
1171744.txt,consult,cons_extraction,3134,736.0,622.0,1358.0,,,
1171744.txt,consult,cons_cot,3134,,,,736.0,801.0,1537.0
584848.txt,pathology,path_extraction,924,288.0,622.0,910.0,,,
584848.txt,pathology,path_cot,924,,,,288.0,801.0,1089.0
584848.txt,consult,cons_extraction,2345,530.0,622.0,1152.0,,,
584848.txt,consult,cons_cot,2345,,,,530.0,801.0,1331.0
669146.txt,consult,cons_extraction,1806,421.0,622.0,1043.0,,,
669146.txt,consult,cons_cot,1806,,,,421.0,801.0,1222.0
236853.txt,pathology,path_extraction,941,321.0,622.0,943.0,,,
236853.txt,pathology,path_cot,941,,,,321.0,801.0,1122.0
236853.txt,consult,cons_extraction,3141,724.0,622.0,1346.0,,,
236853.txt,consult,cons_cot,3141,,,,724.0,801.0,1525.0
580293.txt,pathology,path_extraction,656,176.0,622.0,798.0,,,
580293.txt,pathology,path_cot,656,,,,176.0,801.0,977.0
580293.txt,consult,cons_extraction,2130,510.0,622.0,1132.0,,,
580293.txt,consult,cons_cot,2130,,,,510.0,801.0,1311.0
738759.txt,pathology,path_extraction,720,197.0,622.0,819.0,,,
738759.txt,pathology,path_cot,720,,,,197.0,801.0,998.0
738759.txt,consult,cons_extraction,1735,414.0,622.0,1036.0,,,
738759.txt,consult,cons_cot,1735,,,,414.0,801.0,1215.0
1473020.txt,consult,cons_extraction,2544,638.0,622.0,1260.0,,,
1473020.txt,consult,cons_cot,2544,,,,638.0,801.0,1439.0
1287301.txt,pathology,path_extraction,507,147.0,622.0,769.0,,,
1287301.txt,pathology,path_cot,507,,,,147.0,801.0,948.0
1287301.txt,consult,cons_extraction,1748,426.0,622.0,1048.0,,,
1287301.txt,consult,cons_cot,1748,,,,426.0,801.0,1227.0
454921.txt,pathology,path_extraction,917,238.0,622.0,860.0,,,
454921.txt,pathology,path_cot,917,,,,238.0,801.0,1039.0
454921.txt,consult,cons_extraction,2809,710.0,622.0,1332.0,,,
454921.txt,consult,cons_cot,2809,,,,710.0,801.0,1511.0
188433.txt,pathology,path_extraction,490,128.0,622.0,750.0,,,
188433.txt,pathology,path_cot,490,,,,128.0,801.0,929.0
188433.txt,consult,cons_extraction,3160,770.0,622.0,1392.0,,,
188433.txt,consult,cons_cot,3160,,,,770.0,801.0,1571.0
41566.txt,pathology,path_extraction,759,191.0,622.0,813.0,,,
41566.txt,pathology,path_cot,759,,,,191.0,801.0,992.0
41566.txt,consult,cons_extraction,1473,361.0,622.0,983.0,,,
41566.txt,consult,cons_cot,1473,,,,361.0,801.0,1162.0
1448364.txt,consult,cons_extraction,2042,513.0,622.0,1135.0,,,
1448364.txt,consult,cons_cot,2042,,,,513.0,801.0,1314.0
1568369.txt,consult,cons_extraction,1870,467.0,622.0,1089.0,,,
1568369.txt,consult,cons_cot,1870,,,,467.0,801.0,1268.0
1629212.txt,pathology,path_extraction,744,191.0,622.0,813.0,,,
1629212.txt,pathology,path_cot,744,,,,191.0,801.0,992.0
1629212.txt,consult,cons_extraction,1290,315.0,622.0,937.0,,,
1629212.txt,consult,cons_cot,1290,,,,315.0,801.0,1116.0
700633.txt,pathology,path_extraction,496,127.0,622.0,749.0,,,
700633.txt,pathology,path_cot,496,,,,127.0,801.0,928.0
700633.txt,consult,cons_extraction,2148,521.0,622.0,1143.0,,,
700633.txt,consult,cons_cot,2148,,,,521.0,801.0,1322.0
1293535.txt,consult,cons_extraction,1691,421.0,622.0,1043.0,,,
1293535.txt,consult,cons_cot,1691,,,,421.0,801.0,1222.0
1104512.txt,pathology,path_extraction,466,125.0,622.0,747.0,,,
1104512.txt,pathology,path_cot,466,,,,125.0,801.0,926.0
125021.txt,pathology,path_extraction,748,205.0,622.0,827.0,,,
125021.txt,pathology,path_cot,748,,,,205.0,801.0,1006.0
125021.txt,consult,cons_extraction,3159,763.0,622.0,1385.0,,,
125021.txt,consult,cons_cot,3159,,,,763.0,801.0,1564.0
249456.txt,pathology,path_extraction,932,257.0,622.0,879.0,,,
249456.txt,pathology,path_cot,932,,,,257.0,801.0,1058.0
249456.txt,consult,cons_extraction,939,258.0,622.0,880.0,,,
249456.txt,consult,cons_cot,939,,,,258.0,801.0,1059.0
579564.txt,consult,cons_extraction,1306,311.0,622.0,933.0,,,
579564.txt,consult,cons_cot,1306,,,,311.0,801.0,1112.0
1447975.txt,pathology,path_extraction,575,160.0,622.0,782.0,,,
1447975.txt,pathology,path_cot,575,,,,160.0,801.0,961.0
1447975.txt,consult,cons_extraction,4598,1098.0,622.0,1720.0,,,
1447975.txt,consult,cons_cot,4598,,,,1098.0,801.0,1899.0
292261.txt,pathology,path_extraction,504,143.0,622.0,765.0,,,
292261.txt,pathology,path_cot,504,,,,143.0,801.0,944.0
292261.txt,consult,cons_extraction,2196,545.0,622.0,1167.0,,,
292261.txt,consult,cons_cot,2196,,,,545.0,801.0,1346.0
1271901.txt,pathology,path_extraction,447,121.0,622.0,743.0,,,
1271901.txt,pathology,path_cot,447,,,,121.0,801.0,922.0
1271901.txt,consult,cons_extraction,2959,711.0,622.0,1333.0,,,
1271901.txt,consult,cons_cot,2959,,,,711.0,801.0,1512.0
593910.txt,consult,cons_extraction,2335,547.0,622.0,1169.0,,,
593910.txt,consult,cons_cot,2335,,,,547.0,801.0,1348.0
1156267.txt,consult,cons_extraction,2248,558.0,622.0,1180.0,,,
1156267.txt,consult,cons_cot,2248,,,,558.0,801.0,1359.0
1137628.txt,consult,cons_extraction,1698,386.0,622.0,1008.0,,,
1137628.txt,consult,cons_cot,1698,,,,386.0,801.0,1187.0
1120835.txt,pathology,path_extraction,1619,524.0,622.0,1146.0,,,
1120835.txt,pathology,path_cot,1619,,,,524.0,801.0,1325.0
1120835.txt,consult,cons_extraction,1987,444.0,622.0,1066.0,,,
1120835.txt,consult,cons_cot,1987,,,,444.0,801.0,1245.0
925650.txt,pathology,path_extraction,579,174.0,622.0,796.0,,,
925650.txt,pathology,path_cot,579,,,,174.0,801.0,975.0
925650.txt,consult,cons_extraction,3496,812.0,622.0,1434.0,,,
925650.txt,consult,cons_cot,3496,,,,812.0,801.0,1613.0
183957.txt,pathology,path_extraction,1280,325.0,622.0,947.0,,,
183957.txt,pathology,path_cot,1280,,,,325.0,801.0,1126.0
183957.txt,consult,cons_extraction,1861,478.0,622.0,1100.0,,,
183957.txt,consult,cons_cot,1861,,,,478.0,801.0,1279.0
948790.txt,pathology,path_extraction,574,145.0,622.0,767.0,,,
948790.txt,pathology,path_cot,574,,,,145.0,801.0,946.0
948790.txt,consult,cons_extraction,1870,481.0,622.0,1103.0,,,
948790.txt,consult,cons_cot,1870,,,,481.0,801.0,1282.0
1185576.txt,pathology,path_extraction,526,137.0,622.0,759.0,,,
1185576.txt,pathology,path_cot,526,,,,137.0,801.0,938.0
1185576.txt,consult,cons_extraction,2178,559.0,622.0,1181.0,,,
1185576.txt,consult,cons_cot,2178,,,,559.0,801.0,1360.0
1294458.txt,pathology,path_extraction,755,215.0,622.0,837.0,,,
1294458.txt,pathology,path_cot,755,,,,215.0,801.0,1016.0
1294458.txt,consult,cons_extraction,3449,876.0,622.0,1498.0,,,
1294458.txt,consult,cons_cot,3449,,,,876.0,801.0,1677.0
333937.txt,pathology,path_extraction,568,150.0,622.0,772.0,,,
333937.txt,pathology,path_cot,568,,,,150.0,801.0,951.0
333937.txt,consult,cons_extraction,1326,317.0,622.0,939.0,,,
333937.txt,consult,cons_cot,1326,,,,317.0,801.0,1118.0
147889.txt,pathology,path_extraction,645,202.0,622.0,824.0,,,
147889.txt,pathology,path_cot,645,,,,202.0,801.0,1003.0
147889.txt,consult,cons_extraction,1881,445.0,622.0,1067.0,,,
147889.txt,consult,cons_cot,1881,,,,445.0,801.0,1246.0
1076826.txt,consult,cons_extraction,2583,630.0,622.0,1252.0,,,
1076826.txt,consult,cons_cot,2583,,,,630.0,801.0,1431.0
126518.txt,pathology,path_extraction,737,194.0,622.0,816.0,,,
126518.txt,pathology,path_cot,737,,,,194.0,801.0,995.0
126518.txt,consult,cons_extraction,2049,554.0,622.0,1176.0,,,
126518.txt,consult,cons_cot,2049,,,,554.0,801.0,1355.0
1294809.txt,consult,cons_extraction,1278,319.0,622.0,941.0,,,
1294809.txt,consult,cons_cot,1278,,,,319.0,801.0,1120.0
1113863.txt,pathology,path_extraction,706,198.0,622.0,820.0,,,
1113863.txt,pathology,path_cot,706,,,,198.0,801.0,999.0
1113863.txt,consult,cons_extraction,2381,572.0,622.0,1194.0,,,
1113863.txt,consult,cons_cot,2381,,,,572.0,801.0,1373.0
795778.txt,consult,cons_extraction,765,177.0,622.0,799.0,,,
795778.txt,consult,cons_cot,765,,,,177.0,801.0,978.0
1261144.txt,pathology,path_extraction,572,149.0,622.0,771.0,,,
1261144.txt,pathology,path_cot,572,,,,149.0,801.0,950.0
1261144.txt,consult,cons_extraction,2631,672.0,622.0,1294.0,,,
1261144.txt,consult,cons_cot,2631,,,,672.0,801.0,1473.0
1330775.txt,consult,cons_extraction,2102,495.0,622.0,1117.0,,,
1330775.txt,consult,cons_cot,2102,,,,495.0,801.0,1296.0
1667104.txt,consult,cons_extraction,791,223.0,622.0,845.0,,,
1667104.txt,consult,cons_cot,791,,,,223.0,801.0,1024.0
1289606.txt,consult,cons_extraction,1463,371.0,622.0,993.0,,,
1289606.txt,consult,cons_cot,1463,,,,371.0,801.0,1172.0
1164060.txt,pathology,path_extraction,1426,350.0,622.0,972.0,,,
1164060.txt,pathology,path_cot,1426,,,,350.0,801.0,1151.0
1164060.txt,consult,cons_extraction,3280,842.0,622.0,1464.0,,,
1164060.txt,consult,cons_cot,3280,,,,842.0,801.0,1643.0
655883.txt,pathology,path_extraction,742,167.0,622.0,789.0,,,
655883.txt,pathology,path_cot,742,,,,167.0,801.0,968.0
655883.txt,consult,cons_extraction,2384,554.0,622.0,1176.0,,,
655883.txt,consult,cons_cot,2384,,,,554.0,801.0,1355.0
1324719.txt,consult,cons_extraction,1364,353.0,622.0,975.0,,,
1324719.txt,consult,cons_cot,1364,,,,353.0,801.0,1154.0
1050579.txt,consult,cons_extraction,2702,635.0,622.0,1257.0,,,
1050579.txt,consult,cons_cot,2702,,,,635.0,801.0,1436.0
97134.txt,consult,cons_extraction,1782,468.0,622.0,1090.0,,,
97134.txt,consult,cons_cot,1782,,,,468.0,801.0,1269.0
1189148.txt,pathology,path_extraction,831,251.0,622.0,873.0,,,
1189148.txt,pathology,path_cot,831,,,,251.0,801.0,1052.0
1189148.txt,consult,cons_extraction,4788,1069.0,622.0,1691.0,,,
1189148.txt,consult,cons_cot,4788,,,,1069.0,801.0,1870.0
1192207.txt,pathology,path_extraction,2064,597.0,622.0,1219.0,,,
1192207.txt,pathology,path_cot,2064,,,,597.0,801.0,1398.0
1192207.txt,consult,cons_extraction,2477,593.0,622.0,1215.0,,,
1192207.txt,consult,cons_cot,2477,,,,593.0,801.0,1394.0
1230627.txt,pathology,path_extraction,1882,473.0,622.0,1095.0,,,
1230627.txt,pathology,path_cot,1882,,,,473.0,801.0,1274.0
1230627.txt,consult,cons_extraction,2187,569.0,622.0,1191.0,,,
1230627.txt,consult,cons_cot,2187,,,,569.0,801.0,1370.0
1254031.txt,consult,cons_extraction,4190,1038.0,622.0,1660.0,,,
1254031.txt,consult,cons_cot,4190,,,,1038.0,801.0,1839.0
1296627.txt,consult,cons_extraction,1506,376.0,622.0,998.0,,,
1296627.txt,consult,cons_cot,1506,,,,376.0,801.0,1177.0
1342311.txt,pathology,path_extraction,1440,385.0,622.0,1007.0,,,
1342311.txt,pathology,path_cot,1440,,,,385.0,801.0,1186.0
1108013.txt,consult,cons_extraction,2705,569.0,622.0,1191.0,,,
1108013.txt,consult,cons_cot,2705,,,,569.0,801.0,1370.0
988682.txt,consult,cons_extraction,3927,956.0,622.0,1578.0,,,
988682.txt,consult,cons_cot,3927,,,,956.0,801.0,1757.0
1065359.txt,consult,cons_extraction,761,188.0,622.0,810.0,,,
1065359.txt,consult,cons_cot,761,,,,188.0,801.0,989.0
1208233.txt,pathology,path_extraction,757,220.0,622.0,842.0,,,
1208233.txt,pathology,path_cot,757,,,,220.0,801.0,1021.0
1208233.txt,consult,cons_extraction,2096,492.0,622.0,1114.0,,,
1208233.txt,consult,cons_cot,2096,,,,492.0,801.0,1293.0
1254757.txt,pathology,path_extraction,2336,661.0,622.0,1283.0,,,
1254757.txt,pathology,path_cot,2336,,,,661.0,801.0,1462.0
1254757.txt,consult,cons_extraction,2888,734.0,622.0,1356.0,,,
1254757.txt,consult,cons_cot,2888,,,,734.0,801.0,1535.0
1385239.txt,pathology,path_extraction,526,136.0,622.0,758.0,,,
1385239.txt,pathology,path_cot,526,,,,136.0,801.0,937.0
1456720.txt,pathology,path_extraction,412,113.0,622.0,735.0,,,
1456720.txt,pathology,path_cot,412,,,,113.0,801.0,914.0
1456720.txt,consult,cons_extraction,1272,325.0,622.0,947.0,,,
1456720.txt,consult,cons_cot,1272,,,,325.0,801.0,1126.0
1237068.txt,consult,cons_extraction,3000,744.0,622.0,1366.0,,,
1237068.txt,consult,cons_cot,3000,,,,744.0,801.0,1545.0
1319384.txt,consult,cons_extraction,1183,286.0,622.0,908.0,,,
1319384.txt,consult,cons_cot,1183,,,,286.0,801.0,1087.0
1077516.txt,consult,cons_extraction,3301,799.0,622.0,1421.0,,,
1077516.txt,consult,cons_cot,3301,,,,799.0,801.0,1600.0
1229304.txt,pathology,path_extraction,796,195.0,622.0,817.0,,,
1229304.txt,pathology,path_cot,796,,,,195.0,801.0,996.0
1229304.txt,consult,cons_extraction,1934,455.0,622.0,1077.0,,,
1229304.txt,consult,cons_cot,1934,,,,455.0,801.0,1256.0
1236616.txt,pathology,path_extraction,518,131.0,622.0,753.0,,,
1236616.txt,pathology,path_cot,518,,,,131.0,801.0,932.0
1236616.txt,consult,cons_extraction,1297,338.0,622.0,960.0,,,
1236616.txt,consult,cons_cot,1297,,,,338.0,801.0,1139.0
1442355.txt,pathology,path_extraction,575,153.0,622.0,775.0,,,
1442355.txt,pathology,path_cot,575,,,,153.0,801.0,954.0
1442355.txt,consult,cons_extraction,1692,415.0,622.0,1037.0,,,
1442355.txt,consult,cons_cot,1692,,,,415.0,801.0,1216.0
1470637.txt,pathology,path_extraction,451,124.0,622.0,746.0,,,
1470637.txt,pathology,path_cot,451,,,,124.0,801.0,925.0
1470637.txt,consult,cons_extraction,3445,859.0,622.0,1481.0,,,
1470637.txt,consult,cons_cot,3445,,,,859.0,801.0,1660.0
1205840.txt,pathology,path_extraction,746,223.0,622.0,845.0,,,
1205840.txt,pathology,path_cot,746,,,,223.0,801.0,1024.0
1205840.txt,consult,cons_extraction,2671,601.0,622.0,1223.0,,,
1205840.txt,consult,cons_cot,2671,,,,601.0,801.0,1402.0
936819.txt,pathology,path_extraction,726,218.0,622.0,840.0,,,
936819.txt,pathology,path_cot,726,,,,218.0,801.0,1019.0
936819.txt,consult,cons_extraction,2672,649.0,622.0,1271.0,,,
936819.txt,consult,cons_cot,2672,,,,649.0,801.0,1450.0
752181.txt,pathology,path_extraction,594,162.0,622.0,784.0,,,
752181.txt,pathology,path_cot,594,,,,162.0,801.0,963.0
752181.txt,consult,cons_extraction,1760,442.0,622.0,1064.0,,,
752181.txt,consult,cons_cot,1760,,,,442.0,801.0,1243.0
1514079.txt,pathology,path_extraction,438,113.0,622.0,735.0,,,
1514079.txt,pathology,path_cot,438,,,,113.0,801.0,914.0
1514079.txt,consult,cons_extraction,2664,645.0,622.0,1267.0,,,
1514079.txt,consult,cons_cot,2664,,,,645.0,801.0,1446.0
1028731.txt,pathology,path_extraction,571,180.0,622.0,802.0,,,
1028731.txt,pathology,path_cot,571,,,,180.0,801.0,981.0
1028731.txt,consult,cons_extraction,2239,532.0,622.0,1154.0,,,
1028731.txt,consult,cons_cot,2239,,,,532.0,801.0,1333.0
62806.txt,consult,cons_extraction,2439,582.0,622.0,1204.0,,,
62806.txt,consult,cons_cot,2439,,,,582.0,801.0,1383.0
719809.txt,consult,cons_extraction,3070,739.0,622.0,1361.0,,,
719809.txt,consult,cons_cot,3070,,,,739.0,801.0,1540.0
1145024.txt,pathology,path_extraction,756,206.0,622.0,828.0,,,
1145024.txt,pathology,path_cot,756,,,,206.0,801.0,1007.0
1145024.txt,consult,cons_extraction,2521,571.0,622.0,1193.0,,,
1145024.txt,consult,cons_cot,2521,,,,571.0,801.0,1372.0
1277636.txt,consult,cons_extraction,849,232.0,622.0,854.0,,,
1277636.txt,consult,cons_cot,849,,,,232.0,801.0,1033.0
1150440.txt,consult,cons_extraction,2358,575.0,622.0,1197.0,,,
1150440.txt,consult,cons_cot,2358,,,,575.0,801.0,1376.0
1078008.txt,consult,cons_extraction,2670,675.0,622.0,1297.0,,,
1078008.txt,consult,cons_cot,2670,,,,675.0,801.0,1476.0
1364626.txt,pathology,path_extraction,567,156.0,622.0,778.0,,,
1364626.txt,pathology,path_cot,567,,,,156.0,801.0,957.0
1364626.txt,consult,cons_extraction,2834,697.0,622.0,1319.0,,,
1364626.txt,consult,cons_cot,2834,,,,697.0,801.0,1498.0
1314678.txt,consult,cons_extraction,856,243.0,622.0,865.0,,,
1314678.txt,consult,cons_cot,856,,,,243.0,801.0,1044.0
1044448.txt,pathology,path_extraction,532,138.0,622.0,760.0,,,
1044448.txt,pathology,path_cot,532,,,,138.0,801.0,939.0
1044448.txt,consult,cons_extraction,2384,588.0,622.0,1210.0,,,
1044448.txt,consult,cons_cot,2384,,,,588.0,801.0,1389.0
1022364.txt,consult,cons_extraction,2817,715.0,622.0,1337.0,,,
1022364.txt,consult,cons_cot,2817,,,,715.0,801.0,1516.0
1098748.txt,pathology,path_extraction,1724,436.0,622.0,1058.0,,,
1098748.txt,pathology,path_cot,1724,,,,436.0,801.0,1237.0
1140774.txt,consult,cons_extraction,4938,1204.0,622.0,1826.0,,,
1140774.txt,consult,cons_cot,4938,,,,1204.0,801.0,2005.0
398501.txt,pathology,path_extraction,596,188.0,622.0,810.0,,,
398501.txt,pathology,path_cot,596,,,,188.0,801.0,989.0
398501.txt,consult,cons_extraction,2284,573.0,622.0,1195.0,,,
398501.txt,consult,cons_cot,2284,,,,573.0,801.0,1374.0
1246520.txt,pathology,path_extraction,632,143.0,622.0,765.0,,,
1246520.txt,pathology,path_cot,632,,,,143.0,801.0,944.0
1246520.txt,consult,cons_extraction,2819,709.0,622.0,1331.0,,,
1246520.txt,consult,cons_cot,2819,,,,709.0,801.0,1510.0
742863.txt,pathology,path_extraction,819,212.0,622.0,834.0,,,
742863.txt,pathology,path_cot,819,,,,212.0,801.0,1013.0
742863.txt,consult,cons_extraction,1560,391.0,622.0,1013.0,,,
742863.txt,consult,cons_cot,1560,,,,391.0,801.0,1192.0
1121050.txt,consult,cons_extraction,3902,941.0,622.0,1563.0,,,
1121050.txt,consult,cons_cot,3902,,,,941.0,801.0,1742.0
467893.txt,pathology,path_extraction,920,313.0,622.0,935.0,,,
467893.txt,pathology,path_cot,920,,,,313.0,801.0,1114.0
467893.txt,consult,cons_extraction,3790,897.0,622.0,1519.0,,,
467893.txt,consult,cons_cot,3790,,,,897.0,801.0,1698.0
1165489.txt,consult,cons_extraction,779,191.0,622.0,813.0,,,
1165489.txt,consult,cons_cot,779,,,,191.0,801.0,992.0
223514.txt,pathology,path_extraction,1049,268.0,622.0,890.0,,,
223514.txt,pathology,path_cot,1049,,,,268.0,801.0,1069.0
223514.txt,consult,cons_extraction,1556,399.0,622.0,1021.0,,,
223514.txt,consult,cons_cot,1556,,,,399.0,801.0,1200.0
1460110.txt,pathology,path_extraction,531,150.0,622.0,772.0,,,
1460110.txt,pathology,path_cot,531,,,,150.0,801.0,951.0
1460110.txt,consult,cons_extraction,1998,470.0,622.0,1092.0,,,
1460110.txt,consult,cons_cot,1998,,,,470.0,801.0,1271.0
319885.txt,consult,cons_extraction,2152,571.0,622.0,1193.0,,,
319885.txt,consult,cons_cot,2152,,,,571.0,801.0,1372.0
1247526.txt,pathology,path_extraction,632,164.0,622.0,786.0,,,
1247526.txt,pathology,path_cot,632,,,,164.0,801.0,965.0
1247526.txt,consult,cons_extraction,2496,579.0,622.0,1201.0,,,
1247526.txt,consult,cons_cot,2496,,,,579.0,801.0,1380.0
1109025.txt,pathology,path_extraction,639,187.0,622.0,809.0,,,
1109025.txt,pathology,path_cot,639,,,,187.0,801.0,988.0
1109025.txt,consult,cons_extraction,3066,728.0,622.0,1350.0,,,
1109025.txt,consult,cons_cot,3066,,,,728.0,801.0,1529.0
1183186.txt,pathology,path_extraction,597,194.0,622.0,816.0,,,
1183186.txt,pathology,path_cot,597,,,,194.0,801.0,995.0
1477536.txt,consult,cons_extraction,3071,714.0,622.0,1336.0,,,
1477536.txt,consult,cons_cot,3071,,,,714.0,801.0,1515.0
36311.txt,pathology,path_extraction,802,249.0,622.0,871.0,,,
36311.txt,pathology,path_cot,802,,,,249.0,801.0,1050.0
36311.txt,consult,cons_extraction,2088,506.0,622.0,1128.0,,,
36311.txt,consult,cons_cot,2088,,,,506.0,801.0,1307.0
1549397.txt,pathology,path_extraction,969,264.0,622.0,886.0,,,
1549397.txt,pathology,path_cot,969,,,,264.0,801.0,1065.0
1549397.txt,consult,cons_extraction,2808,754.0,622.0,1376.0,,,
1549397.txt,consult,cons_cot,2808,,,,754.0,801.0,1555.0
1163398.txt,pathology,path_extraction,482,122.0,622.0,744.0,,,
1163398.txt,pathology,path_cot,482,,,,122.0,801.0,923.0
1163398.txt,consult,cons_extraction,1311,316.0,622.0,938.0,,,
1163398.txt,consult,cons_cot,1311,,,,316.0,801.0,1117.0
832888.txt,consult,cons_extraction,1089,230.0,622.0,852.0,,,
832888.txt,consult,cons_cot,1089,,,,230.0,801.0,1031.0
836427.txt,pathology,path_extraction,564,146.0,622.0,768.0,,,
836427.txt,pathology,path_cot,564,,,,146.0,801.0,947.0
836427.txt,consult,cons_extraction,1998,490.0,622.0,1112.0,,,
836427.txt,consult,cons_cot,1998,,,,490.0,801.0,1291.0
534929.txt,consult,cons_extraction,1307,313.0,622.0,935.0,,,
534929.txt,consult,cons_cot,1307,,,,313.0,801.0,1114.0
1374085.txt,consult,cons_extraction,1655,407.0,622.0,1029.0,,,
1374085.txt,consult,cons_cot,1655,,,,407.0,801.0,1208.0
1275731.txt,consult,cons_extraction,1987,470.0,622.0,1092.0,,,
1275731.txt,consult,cons_cot,1987,,,,470.0,801.0,1271.0
1331317.txt,pathology,path_extraction,606,140.0,622.0,762.0,,,
1331317.txt,pathology,path_cot,606,,,,140.0,801.0,941.0
1331317.txt,consult,cons_extraction,4991,1151.0,622.0,1773.0,,,
1331317.txt,consult,cons_cot,4991,,,,1151.0,801.0,1952.0
968639.txt,pathology,path_extraction,1252,359.0,622.0,981.0,,,
968639.txt,pathology,path_cot,1252,,,,359.0,801.0,1160.0
968639.txt,consult,cons_extraction,2219,487.0,622.0,1109.0,,,
968639.txt,consult,cons_cot,2219,,,,487.0,801.0,1288.0
907583.txt,pathology,path_extraction,2639,806.0,622.0,1428.0,,,
907583.txt,pathology,path_cot,2639,,,,806.0,801.0,1607.0
907583.txt,consult,cons_extraction,2778,694.0,622.0,1316.0,,,
907583.txt,consult,cons_cot,2778,,,,694.0,801.0,1495.0
1074265.txt,consult,cons_extraction,4887,1096.0,622.0,1718.0,,,
1074265.txt,consult,cons_cot,4887,,,,1096.0,801.0,1897.0
1085010.txt,consult,cons_extraction,3105,779.0,622.0,1401.0,,,
1085010.txt,consult,cons_cot,3105,,,,779.0,801.0,1580.0
1109413.txt,pathology,path_extraction,523,169.0,622.0,791.0,,,
1109413.txt,pathology,path_cot,523,,,,169.0,801.0,970.0
1109413.txt,consult,cons_extraction,1911,461.0,622.0,1083.0,,,
1109413.txt,consult,cons_cot,1911,,,,461.0,801.0,1262.0
1212081.txt,pathology,path_extraction,679,180.0,622.0,802.0,,,
1212081.txt,pathology,path_cot,679,,,,180.0,801.0,981.0
1212081.txt,consult,cons_extraction,1619,393.0,622.0,1015.0,,,
1212081.txt,consult,cons_cot,1619,,,,393.0,801.0,1194.0
1332528.txt,pathology,path_extraction,868,266.0,622.0,888.0,,,
1332528.txt,pathology,path_cot,868,,,,266.0,801.0,1067.0
1332528.txt,consult,cons_extraction,1490,370.0,622.0,992.0,,,
1332528.txt,consult,cons_cot,1490,,,,370.0,801.0,1171.0
1433822.txt,pathology,path_extraction,501,138.0,622.0,760.0,,,
1433822.txt,pathology,path_cot,501,,,,138.0,801.0,939.0
388442.txt,pathology,path_extraction,581,186.0,622.0,808.0,,,
388442.txt,pathology,path_cot,581,,,,186.0,801.0,987.0
388442.txt,consult,cons_extraction,2837,671.0,622.0,1293.0,,,
388442.txt,consult,cons_cot,2837,,,,671.0,801.0,1472.0
726562.txt,consult,cons_extraction,2956,726.0,622.0,1348.0,,,
726562.txt,consult,cons_cot,2956,,,,726.0,801.0,1527.0
134424.txt,pathology,path_extraction,757,277.0,622.0,899.0,,,
134424.txt,pathology,path_cot,757,,,,277.0,801.0,1078.0
134424.txt,consult,cons_extraction,3260,783.0,622.0,1405.0,,,
134424.txt,consult,cons_cot,3260,,,,783.0,801.0,1584.0
1109080.txt,pathology,path_extraction,666,196.0,622.0,818.0,,,
1109080.txt,pathology,path_cot,666,,,,196.0,801.0,997.0
1109080.txt,consult,cons_extraction,2707,626.0,622.0,1248.0,,,
1109080.txt,consult,cons_cot,2707,,,,626.0,801.0,1427.0
555942.txt,pathology,path_extraction,546,178.0,622.0,800.0,,,
555942.txt,pathology,path_cot,546,,,,178.0,801.0,979.0
555942.txt,consult,cons_extraction,1865,479.0,622.0,1101.0,,,
555942.txt,consult,cons_cot,1865,,,,479.0,801.0,1280.0
1529931.txt,pathology,path_extraction,529,137.0,622.0,759.0,,,
1529931.txt,pathology,path_cot,529,,,,137.0,801.0,938.0
1529931.txt,consult,cons_extraction,2057,500.0,622.0,1122.0,,,
1529931.txt,consult,cons_cot,2057,,,,500.0,801.0,1301.0
1468262.txt,pathology,path_extraction,1923,531.0,622.0,1153.0,,,
1468262.txt,pathology,path_cot,1923,,,,531.0,801.0,1332.0
